	latitude	longitude	radius	station	records
0	15.15	76.95	5.0	BELLARY	989
1	17.68	83.35	5.0	WALTAIR	3498
2	18.9	72.82	5.0	COLABA	973
3	22.18	88.18	5.0	DIAMOND HARBOUR	1268
4	22.53	88.4	5.0	ALIPORE	3679
5	23.6	58.55	5.0	BAIT AL FALAJ	4268
6	23.62	90.05	5.0	DACCA	3646
7	24.83	92.85	5.0	SILCHAR	1477
8	25.13	62.32	5.0	GWADAR	4276
9	25.77	87.52	5.0	PURNEA	179
10	25.8833	-97.55	5.0	BROWNSVILLE (FORT BROWN)	161
11	26.45	74.73	5.0	AJMER	3098
12	27.05	88.3	5.0	DARJEELING	116
13	27.7	68.92	5.0	SUKKUR	668
14	29.2833	-94.85	5.0	GALVESTON (FORT CROCKETT)	597
15	29.3	-100.4333	5.0	BRACKETTVILLE (FORT CLARK)	187
16	29.45	-98.4667	5.0	SAN ANTONIO FORT SAM HOUSTON	412
17	30.05	-102.2167	5.0	DRYDEN AAF	854
18	31.08	77.18	5.0	SHIMLA	728
19	32.3333	-108.7	5.0	LORDSBURG AAF	1409
20	32.35	-90.8833	5.0	VICKSBURG	4567
21	32.7333	-96.9667	5.0	DALLAS HENSLEY FIELD	505
22	34.1667	-118.3	5.0	GLENDALE	1383
23	34.25	108.93	5.0	SIAN	196
24	34.35	-82.3667	5.0	DUE WEST	7331
25	34.8333	-118.8667	5.0	LEBEC	1997
26	35.9167	-86.4667	5.0	MURFREESBORO	5242
27	36.77	3.05	5.0	ALGER	2691
28	36.8333	-121.4	5.0	HOLLISTER	437
29	37.1333	-76.6	5.0	NEWPORT NEWS (FORT EUSTIS)	471
30	38.6333	-90.2	5.0	ST LOUIS	1733
31	39.4167	-76.3	5.0	EDGEWOOD	823
32	39.6667	-78.6667	5.0	CUMBERLAND	197
33	39.8333	-79.75	5.0	UNIONTOWN BURGESS FIELD	472
34	39.9	-84.2	5.0	DAYTON MCCOOK FIELD	1122
35	39.9	116.47	5.0	PEIPING	701
36	39.9333	-75.0833	5.0	CAMDEN	1339
37	40.9	-77.7167	5.0	BELLEFONTE	4730
38	41.3333	-96.2667	5.0	DREXEL	2667
39	42.1667	-76.9	5.0	ELMIRA	1639
40	46.2667	-119.1167	5.0	PASCO	5233
41	48.85	2.33	5.0	PARIS	270
42	48.95	-97.25	5.0	PEMBINA	2575
43	49.75	6.98	5.0	TRIER	220
44	51.12	17.03	5.0	WROCLAW	146
45	54.62	-113.33	5.0	MEANOOK	101
46	59.68	30.45	5.0	SLUTSK	186
47	59.78	21.37	5.0	UTO	674
48	60.57	28.63	5.0	SUUR-MERIJOKI	418
49	60.88	26.97	5.0	UTTI	630
50	61.08	-69.55	5.0	CAPE HOPES ADVANCE STATION	661
51	63.12	23.08	5.0	KAUHAVA	611
52	63.32	30.5	5.0	LIEKSA	148
53	63.5	-90.7	5.0	CHESTERFIELD INLET	472
54	64.13	-21.9	5.0	REYKJAVIK	270
55	64.22	27.73	5.0	KAJAANI	181
56	71.17	-24.4	5.0	OSTSTATION	106
57	-78.535	-163.865	5.6	LITTLE AMERICA I,LITTLE AMERICA	1172
58	31.808300000000003	-106.40835000000001	5.6	EL PASO (FORT BLISS),EL PASO (BIGGS AFB)	2777
59	37.70835	-122.40830000000001	5.6	SAN FRANCISCO,SAN FRANCISCO CRISSY FIELD	1741
60	40.63334999999999	-74.13335	5.6	STATEN ISLAND MILLER FIELD,NEWARK	11044
