	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-77.9667	-38.8	5.0	GENERAL BELGRANO	1782
2	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
3	-69.5	159.4	5.0	LENINGRADSKAJA	2575
4	-67.667	45.85	5.0	MOLODEZNAJA	13014
5	-63.4667	-56.2833	5.0	PETREL NAS	1654
6	-62.183	-58.883	5.0	BELLINGSHAUSEN AWS	6342
7	-59.45	-27.267	5.0	CORBETA URUGUAY DN	275
8	-53.8	-67.75	5.0	RIO GRANDE AIRPORT	3267
9	-51.6333	-69.2167	5.0	RIO GALLEGOS B. A.	4526
10	-43.2333	-65.3	5.0	ALMIRANTE ZAR	1150
11	-42.417	173.7	5.0	KAIKOURA	5055
12	-39.467	175.683	5.0	WAIOURU	2309
13	-38.7333	-62.1667	5.0	COMANDANTE ESPORA	13733
14	-37.017	174.8	5.0	AUCKLAND AIRPORT	23125
15	-35.367	-57.283	5.0	PUNTA INDIO B.A.	151
16	-35.1	173.267	5.0	KAITAIA	14537
17	-34.017	22.383	5.0	GEORGE AIRPORT	4491
18	-33.033	27.833	5.0	EAST LONDON	3098
19	-32.8833	-68.85	5.0	OBSERV MENDOZA	3075
20	-31.35	-54.117	5.0	BAGE (AEROPORTO)	1012
21	-28.8	24.767	5.0	KIMBERLEY	9829
22	-25.783	25.533	5.0	MAFIKENG WO	1154
23	-25.55	45.533	5.0	FAUX-CAP	549
24	-24.667	25.917	5.0	GABORONE	695
25	-23.383	43.733	5.0	TOLIARA	5308
26	-22.8	47.833	5.0	FARAFANGANA	2385
27	-22.483	17.467	5.0	HOSEA KUTAKO INTL A	7483
28	-21.817	-138.8	5.0	MURUROA	6907
29	-21.75	43.367	5.0	MOROMBE	1328
30	-21.45	47.1	5.0	FIANARANTSOA	1453
31	-21.333	55.483	5.0	ST. PIERRE/FONDS	5723
32	-21.233	-175.15	5.0	FUAAMOTU	5436
33	-21.217	27.5	5.0	FRANCISTOWN	613
34	-21.2	48.367	5.0	MANANJARY	4840
35	-20.7667	-138.55	5.0	TUREIA	271
36	-20.283	44.317	5.0	MORONDAVA	3268
37	-20.233	169.767	5.0	ANEITYUM	125
38	-19.833	48.8	5.0	MAHANORO	1069
39	-19.783	-47.967	5.0	UBERABA	134
40	-19.6	18.117	5.0	GROOTFONTEIN	4094
41	-19.45	29.85	5.0	GWERU	5186
42	-19.28	121.5	5.0	TALGARNO	297
43	-18.633	26.85	5.0	HWANGE NATIONAL PAR	2189
44	-18.067	-140.95	5.0	HAO	18186
45	-17.917	31.133	5.0	HARARE (KUTSAGA)	926
46	-17.7333	139.5333	5.0	BURKETOWN	145
47	-17.3167	123.6333	5.0	DERBY	7081
48	-17.083	49.817	5.0	SAINTE-MARIE AERODR	681
49	-17.05	42.717	5.0	ILE JUAN DE NOVA	5730
50	-16.833	29.617	5.0	KAROI	4958
51	-16.45	-151.75	5.0	BORA-BORA	11160
52	-15.683	34.967	5.0	CHILEKA	10079
53	-15.6	-56.1	5.0	CUIABA	443
54	-15.517	167.217	5.0	PEKOA AIRPORT	661
55	-15.25	23.15	5.0	MONGU	5748
56	-15.0	50.333	5.0	ANTALAHA	4654
57	-14.95	-147.659	5.0	RANGIROA	5720
58	-14.95	-40.883	5.0	VITORIA DA CONQUIST	123
59	-14.933	13.567	5.0	LUBANGO	236
60	-14.633	47.767	5.0	ANALALAVA	1607
61	-14.3667	-170.7833	5.0	LEONE BAY AMERICAN S	359
62	-14.283	50.167	5.0	SAMBAVA	2763
63	-13.8	-171.783	5.0	APIA	10496
64	-13.76	33.7	5.0	LILONGWE	7210
65	-13.75	34.583	5.0	SALIMA	2342
66	-13.733	-76.217	5.0	PISCO	1501
67	-13.367	50.0	5.0	VOHEMAR	807
68	-13.317	48.317	5.0	FASCENE (NOSSI-BE)	786
69	-13.0	28.65	5.0	NDOLA	2372
70	-12.5	177.05	5.0	ROTUMA	6835
71	-12.15	-45.0	5.0	BARREIRAS	1194
72	-12.117	44.433	5.0	OUANI (ANJOUAN)	3271
73	-11.7	43.233	5.0	MORONI AIRPORT	5231
74	-11.583	47.283	5.0	ILES GLORIEUSES	7379
75	-11.3	-41.867	5.0	IRECE	347
76	-10.917	-37.05	5.0	ARACAJU	417
77	-10.7	-48.4	5.0	PORTO NACIONAL	1005
78	-10.7	152.833	5.0	MISIMA ISLAND	2055
79	-10.7	165.8	5.0	SANTA CRUZ ISLAND	151
80	-10.217	31.133	5.0	KASAMA	3135
81	-9.95	33.883	5.0	KARONGA	2595
82	-9.517	-35.783	5.0	MACEIO (AEROPORTO)	133
83	-9.35	46.533	5.0	ALDABRA	143
84	-9.333	-54.967	5.0	CACHIMBO AERO	2176
85	-9.2	124.367	5.0	OE-CUSSIE	498
86	-9.1	-44.117	5.0	BOM JESUS	376
87	-8.933	33.467	5.0	MBEYA	767
88	-8.55	126.567	5.0	KOMORO	6384
89	-8.367	-74.567	5.0	PUCALLPA	328
90	-7.967	112.7	5.0	MALANG/ABDUL (AFB)	586
91	-7.633	35.767	5.0	IRINGA	677
92	-7.617	111.517	5.0	MADIUN/ISWAHYUD AFB	3443
93	-7.333	108.25	5.0	CIBEUREM/TASIK(AFB)	625
94	-7.317	-39.3	5.0	BARBALHA	334
95	-7.017	-37.267	5.0	PATOS	137
96	-6.833	37.65	5.0	MOROGORO	142
97	-6.783	-79.817	5.0	CHICLAYO	1504
98	-6.267	-57.733	5.0	JACAREACANGA	287
99	-6.167	35.767	5.0	DODOMA	1096
100	-5.5	-45.267	5.0	BARRA DO CORDA	161
101	-5.2	-39.3	5.0	QUIXERAMOBIM	334
102	-5.083	32.833	5.0	TABORA AIRPORT	1062
103	-5.083	39.067	5.0	TANGA	776
104	-5.05	-42.817	5.0	TERESINA	313
