	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-78.4	87.583	5.0	SOVIETSKAVA	273
2	-77.7333	-41.1167	5.0	ELLSWORTH IGY	2138
3	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
4	-70.4333	24.3167	5.0	BASE ROI BAUDOUIN	1097
5	-69.73	95.05	5.0	PIONERSKAVA	121
6	-66.27	100.73	5.0	BUNGER OASIS	548
7	-54.8	-68.3167	5.0	USHUAIA	1943
8	-53.1	73.7167	5.0	HEARD IS.(THESPIT)	2295
9	-51.7	-57.8667	5.0	STANLEY	4603
10	-42.8833	147.3333	5.0	HOBART	1774
11	-42.2	145.05	5.0	GEOGERTOWN	2980
12	-36.85	174.78	5.0	AUCKLAND	2917
13	-34.58	-58.48	5.0	BUENOS AIRES	107
14	-33.6	115.4667	5.0	LUDLOW	539
15	-32.5667	148.95	5.0	WELLINGTON	948
16	-30.5167	151.65	5.0	ARMIDALE	728
17	-30.0833	145.9667	5.0	BOURKE (S23'05'11'17)	130
18	-30.01	131.583	5.0	MARALINGA	7453
19	-27.65	152.7167	5.0	AMBERLEY	2455
20	-27.4667	-58.9833	5.0	RESISTENCIA	1200
21	-22.03	-63.68	5.0	YACUIBA	670
22	-19.28	121.5	5.0	TALGARNO	297
23	-18.9	47.5333	5.0	TANANARIVE/SCM	4211
24	-17.6833	141.0667	5.0	NORMANTON AIRPORT	229
25	-17.38	-66.17	5.0	COCHABAMBA	1502
26	-16.2667	133.3833	5.0	DALY WATERS	20570
27	-15.2167	12.1667	5.0	MOCAMEDES	1595
28	-15.03	40.67	5.0	LUMBO	2531
29	-14.45	-67.53	5.0	RURRENABAQUE	125
30	-14.3667	-170.7833	5.0	LEONE BAY AMERICAN S	359
31	-13.55	32.583	5.0	CHIPATA	140
32	-12.37	13.53	5.0	LOBITO	100
33	-10.82	-65.37	5.0	GUAYARAMERIN	618
34	-4.05	-154.9833	5.0	MALDEN ISLAND AF	274
35	-2.2	-81.0	5.0	CHINCHIPE	601
36	5.3333	163.0167	5.0	KUSAIE/CAROLINES	1652
37	5.8833	-162.05	5.0	PALMYRA ISLAND	631
38	8.28	73.05	5.0	MALIKU	574
39	8.8667	2.6	5.0	TCHAOUROU	6364
40	10.3667	-12.0833	5.0	MAMOU	2746
41	10.3833	-9.3	5.0	KANKAN	11475
42	10.6833	-61.6167	5.0	TRINIDAD BWI	10395
43	11.3	167.48	5.0	RONGERIK	145
44	11.3167	-12.3	5.0	LABE	3485
45	11.52	165.55	5.0	BIKINI	294
46	11.87	-15.5	5.0	BISSAU	2569
47	13.0667	-9.4833	5.0	KITA	4283
48	13.75	-60.98	5.0	VIEUX FORT	815
49	13.9667	108.65	5.0	AN KHE (VVAK)	224
50	14.4333	-11.4333	5.0	KAYES	12798
51	14.5	-4.2	5.0	MOPTI-SEVARE	11065
52	14.8	-17.0667	5.0	THIES	3844
53	15.85	73.63	5.0	VENGURLA	121
54	16.7333	-9.6333	5.0	AIOUN ELATROUSS	4231
55	16.8167	107.0833	5.0	DONG HA	571
56	17.7	-64.8	5.0	ST CROIX (BENEDICT FIELD)	346
57	18.0167	-66.5	5.0	PONCE LOSEY FIELD	4773
58	18.9167	-155.6833	5.0	MORSE FIELD	492
59	19.05	-69.3833	5.0	SABANA DE LA MAR	4059
60	20.48	85.87	5.0	CUTTACK	318
61	21.15	-157.1	5.0	MOLOKAI HOMESTEAD FIELD	1921
62	22.0	120.75	5.0	467590	4646
63	22.37	-73.03	5.0	MAYAGUAN	1160
64	22.77	88.37	5.0	BARAKPUR	388
65	23.73	-99.11	5.0	CIUDAD VICTORIA	1366
66	23.8167	5.15	5.0	IN AMGUEL	144
67	24.3	118.083	5.0	CHIANGYANG	188
68	24.8333	113.5	5.0	CHU CHIANG	1393
69	25.0167	102.8333	5.0	KAN-HAI-TZU	598
70	25.2667	-76.3	5.0	ELEUTHERA ISLAND	6389
71	25.5	29.02	5.0	AL-DAKHLA	2591
72	25.5667	91.8833	5.0	SHILLONG S06 03Z	280
73	25.88	89.43	5.0	LALMANIR HAT	407
74	25.9	-81.7167	5.0	DELTA SEVEN	436
75	26.2333	-97.6667	5.0	HARLINGEN AAF	2317
76	26.3667	-80.1	5.0	BOCA RATON (AAF)	1394
77	26.4	-98.35	5.0	MISSION (MOORE FIELD)	2133
78	26.6167	-78.3667	5.0	GOLD ROCK CREEK	13583
79	26.9667	1.0833	5.0	AOULEF	3606
80	27.4667	-81.3667	5.0	SEBRING HENDRICKS FIELD	1878
81	27.5333	-99.4833	5.0	LAREDO	5690
82	27.6667	98.3833	5.0	LA WANG/TZUKEI	857
83	27.95	-80.5667	5.0	VALKARIA	798
84	28.37	28.93	5.0	AL-WAHAT AL-BAHRIYA	1848
85	28.7667	-97.1167	5.0	VICTORIA (ALOE AAF)	198
86	28.8667	-100.5167	5.0	EAGLE PASS (AAF)	311
87	28.9833	-89.3667	5.0	BURRWOOD	1458
88	29.5333	-98.2833	5.0	SAN ANTONIO RANDOLPH AFB	861
89	30.0333	-90.0333	5.0	NEW ORLEANS (AAB)	436
90	30.2	-97.6667	5.0	AUSTIN (BERGSTROM FIELD)	1076
91	30.35	-87.3167	5.0	PENSACOLA FOREST SHERMAN NAS	3463
92	30.4	-88.9167	5.0	BILOXI (KEESLER AFB)	2014
93	30.483	140.3	5.0	TORISHIMA	6556
94	30.5333	-91.15	5.0	BATON ROUGE (HARDING FIELD)	1485
95	30.6333	-88.0667	5.0	MOBILE (BROOKLEY AFB)	661
96	30.8333	-93.3667	5.0	DE RIDDER (AFB)	1154
97	31.2667	-89.25	5.0	HATTIESBURG	1210
98	31.4167	-100.4	5.0	MATHIS FLD/S.ANGELO	2501
99	31.4667	-109.6167	5.0	DOUGLAS (AAF)	1752
100	31.5167	-103.1333	5.0	PYOTE (AFB)	1395
101	31.62	25.93	5.0	SIDI BARRANI	1563
102	31.6333	-97.0667	5.0	WACO (JAMES CONNALLY AFB)	544
103	31.933	34.833	5.0	BEER-YA AQOV TO 401790	2572
104	32.0167	-81.1333	5.0	SAVANNAH HUNTER AFB	1973
